"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-01 20:00","2018","09","01","20:00","12.1","","3.8","","57","","35","","5","","24.1","","88.97","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-01 21:00","2018","09","01","21:00","12.2","","1.9","","49","","9","","5","","24.1","","89.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-01 22:00","2018","09","01","22:00","10.2","","1.4","","54","","12","","10","","24.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-01 23:00","2018","09","01","23:00","9.8","","2.4","","60","","12","","13","","24.1","","89.07","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 00:00","2018","09","02","00:00","9.1","","2.5","","63","","14","","14","","24.1","","89.09","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 01:00","2018","09","02","01:00","8.4","","2.8","","68","","15","","10","","24.1","","89.09","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 02:00","2018","09","02","02:00","8.2","","3.1","","70","","19","","6","","24.1","","89.05","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 03:00","2018","09","02","03:00","7.4","","3.0","","74","","19","","10","","24.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 04:00","2018","09","02","04:00","7.5","","3.2","","74","","23","","9","","24.1","","89.05","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 05:00","2018","09","02","05:00","5.7","","2.6","","80","","33","","8","","24.1","","89.05","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 06:00","2018","09","02","06:00","5.5","","2.2","","79","","34","","6","","24.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 07:00","2018","09","02","07:00","5.3","","2.1","","80","","18","","3","","24.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 08:00","2018","09","02","08:00","7.4","","3.1","","74","","36","","2","","24.1","","89.03","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 09:00","2018","09","02","09:00","10.3","","3.2","","61","","36","","1","","16.1","","88.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 10:00","2018","09","02","10:00","11.8","","2.6","","53","","36","","3","","16.1","","88.96","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 11:00","2018","09","02","11:00","15.1","","0.8","","38","","18","","8","","16.1","","88.94","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 12:00","2018","09","02","12:00","16.3","","1.0","","35","","10","","7","","16.1","","88.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 13:00","2018","09","02","13:00","17.5","","1.5","","34","","18","","12","","16.1","","88.82","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 14:00","2018","09","02","14:00","18.6","","1.6","","32","","22","","14","","16.1","","88.78","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 15:00","2018","09","02","15:00","19.8","","1.7","","30","","18","","7","","16.1","","88.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 16:00","2018","09","02","16:00","20.6","","0.2","","25","","27","","15","","16.1","","88.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 17:00","2018","09","02","17:00","20.5","","0.3","","26","","29","","23","","24.1","","88.68","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 18:00","2018","09","02","18:00","19.3","","-0.2","","27","","29","","27","","24.1","","88.68","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 19:00","2018","09","02","19:00","17.6","","1.0","","32","","31","","13","","24.1","","88.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 20:00","2018","09","02","20:00","16.6","","0.8","","34","","16","","7","","24.1","","88.73","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 21:00","2018","09","02","21:00","16.2","","0.8","","35","","14","","5","","24.1","","88.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 22:00","2018","09","02","22:00","14.5","","0.7","","39","","13","","14","","24.1","","88.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-02 23:00","2018","09","02","23:00","13.0","","1.7","","46","","17","","12","","24.1","","88.63","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 00:00","2018","09","03","00:00","12.4","","1.5","","47","","16","","12","","24.1","","88.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 01:00","2018","09","03","01:00","12.2","","1.5","","48","","18","","7","","24.1","","88.48","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 02:00","2018","09","03","02:00","10.8","","1.8","","54","","24","","4","","24.1","","88.44","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 03:00","2018","09","03","03:00","11.1","","2.9","","57","","21","","8","","24.1","","88.43","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 04:00","2018","09","03","04:00","11.8","","2.6","","53","","1","","23","","24.1","","88.51","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 05:00","2018","09","03","05:00","9.9","","5.6","","75","","35","","31","","16.1","","88.58","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 06:00","2018","09","03","06:00","8.8","","6.0","","82","","35","","31","","16.1","","88.61","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 07:00","2018","09","03","07:00","8.3","","5.4","","82","","35","","34","","24.1","","88.75","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 08:00","2018","09","03","08:00","8.2","","4.4","","77","","34","","39","","16.1","","88.81","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 09:00","2018","09","03","09:00","7.3","","4.9","","84","","34","","26","","16.1","","88.93","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 10:00","2018","09","03","10:00","7.0","","5.0","","87","","31","","24","","8.1","","89.06","","","","","","Rain,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 11:00","2018","09","03","11:00","7.2","","4.7","","84","","34","","14","","14.5","","89.12","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 12:00","2018","09","03","12:00","9.8","","5.2","","73","","30","","13","","24.1","","89.15","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 13:00","2018","09","03","13:00","12.1","","3.1","","54","","34","","28","","24.1","","89.18","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 14:00","2018","09","03","14:00","13.2","","1.9","","46","","33","","25","","24.1","","89.21","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 15:00","2018","09","03","15:00","13.3","","2.3","","47","","34","","20","","24.1","","89.24","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 16:00","2018","09","03","16:00","13.5","","2.4","","47","","36","","25","","24.1","","89.30","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 17:00","2018","09","03","17:00","14.4","","2.3","","44","","34","","12","","24.1","","89.33","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 18:00","2018","09","03","18:00","13.1","","1.2","","44","","36","","17","","48.3","","89.39","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 19:00","2018","09","03","19:00","11.3","","2.0","","53","","1","","35","","32.2","","89.47","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 20:00","2018","09","03","20:00","9.4","","3.3","","65","","36","","21","","24.1","","89.60","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 21:00","2018","09","03","21:00","9.2","","2.4","","63","","35","","24","","24.1","","89.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 22:00","2018","09","03","22:00","8.9","","2.9","","66","","34","","17","","24.1","","89.68","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-03 23:00","2018","09","03","23:00","8.4","","2.8","","68","","35","","17","","24.1","","89.71","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 00:00","2018","09","04","00:00","8.0","","3.0","","71","","36","","5","","24.1","","89.76","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 01:00","2018","09","04","01:00","7.9","","3.0","","71","","36","","10","","24.1","","89.79","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 02:00","2018","09","04","02:00","7.5","","2.8","","72","","35","","10","","16.1","","89.81","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 03:00","2018","09","04","03:00","7.2","","2.8","","73","","36","","11","","24.1","","89.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 04:00","2018","09","04","04:00","6.9","","3.0","","76","","2","","11","","16.1","","89.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 05:00","2018","09","04","05:00","6.2","","3.1","","80","","5","","11","","16.1","","89.90","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 06:00","2018","09","04","06:00","5.2","","3.1","","86","","8","","9","","24.1","","89.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 07:00","2018","09","04","07:00","5.2","","2.1","","80","","8","","11","","24.1","","89.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 08:00","2018","09","04","08:00","5.7","","2.4","","79","","14","","10","","24.1","","89.99","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 09:00","2018","09","04","09:00","6.2","","2.8","","79","","16","","13","","24.1","","90.00","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 10:00","2018","09","04","10:00","7.4","","3.4","","76","","15","","13","","24.1","","89.99","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 11:00","2018","09","04","11:00","8.1","","4.3","","77","","19","","13","","24.1","","89.97","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 12:00","2018","09","04","12:00","9.3","","4.3","","71","","19","","17","","24.1","","89.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 13:00","2018","09","04","13:00","11.3","","4.3","","62","","17","","19","","24.1","","89.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 14:00","2018","09","04","14:00","12.6","","4.0","","56","","20","","20","","24.1","","89.79","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 15:00","2018","09","04","15:00","13.6","","3.7","","51","","19","","13","","24.1","","89.74","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 16:00","2018","09","04","16:00","13.4","","3.6","","51","","17","","10","","16.1","","89.71","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 17:00","2018","09","04","17:00","13.9","","2.7","","46","","14","","15","","16.1","","89.69","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 18:00","2018","09","04","18:00","13.0","","3.4","","52","","16","","17","","16.1","","89.68","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 19:00","2018","09","04","19:00","11.4","","3.0","","56","","16","","19","","16.1","","89.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 20:00","2018","09","04","20:00","10.1","","3.5","","63","","17","","16","","16.1","","89.73","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 21:00","2018","09","04","21:00","8.6","","3.6","","71","","18","","13","","24.1","","89.77","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 22:00","2018","09","04","22:00","7.1","","3.5","","78","","17","","14","","24.1","","89.77","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-04 23:00","2018","09","04","23:00","6.1","","3.1","","81","","18","","14","","24.1","","89.76","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 00:00","2018","09","05","00:00","6.1","","3.2","","82","","19","","13","","24.1","","89.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 01:00","2018","09","05","01:00","6.8","","3.1","","77","","19","","12","","16.1","","89.70","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 02:00","2018","09","05","02:00","6.9","","3.1","","77","","21","","8","","24.1","","89.67","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 03:00","2018","09","05","03:00","5.0","","2.0","","81","","18","","13","","24.1","","89.66","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 04:00","2018","09","05","04:00","4.9","","2.5","","84","","19","","10","","16.1","","89.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 05:00","2018","09","05","05:00","4.6","","2.4","","86","","20","","8","","16.1","","89.63","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 06:00","2018","09","05","06:00","4.0","","2.1","","87","","21","","7","","24.1","","89.65","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 07:00","2018","09","05","07:00","4.1","","1.8","","85","","19","","7","","24.1","","89.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 08:00","2018","09","05","08:00","6.2","","2.5","","77","","22","","6","","14.5","","89.67","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 09:00","2018","09","05","09:00","8.9","","3.8","","70","","22","","8","","14.5","","89.65","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 10:00","2018","09","05","10:00","11.9","","4.1","","59","","20","","15","","12.9","","89.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 11:00","2018","09","05","11:00","15.0","","4.0","","48","","16","","17","","12.9","","89.61","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 12:00","2018","09","05","12:00","18.0","","3.7","","38","","19","","26","","16.1","","89.58","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 13:00","2018","09","05","13:00","19.3","","3.1","","34","","18","","19","","24.1","","89.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 14:00","2018","09","05","14:00","19.7","","1.9","","30","","14","","16","","24.1","","89.51","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 15:00","2018","09","05","15:00","20.3","","2.1","","30","","16","","12","","24.1","","89.50","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 16:00","2018","09","05","16:00","20.1","","0.7","","27","","18","","10","","24.1","","89.50","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 17:00","2018","09","05","17:00","20.2","","0.1","","26","","17","","14","","24.1","","89.50","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 18:00","2018","09","05","18:00","19.1","","0.4","","28","","13","","16","","24.1","","89.51","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 19:00","2018","09","05","19:00","16.9","","2.2","","37","","13","","16","","32.2","","89.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 20:00","2018","09","05","20:00","15.1","","3.4","","45","","12","","16","","24.1","","89.60","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 21:00","2018","09","05","21:00","13.9","","3.5","","49","","12","","16","","24.1","","89.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 22:00","2018","09","05","22:00","13.0","","3.5","","52","","12","","15","","24.1","","89.65","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-05 23:00","2018","09","05","23:00","12.4","","3.0","","52","","19","","6","","24.1","","89.65","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 00:00","2018","09","06","00:00","11.3","","3.1","","57","","23","","5","","24.1","","89.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 01:00","2018","09","06","01:00","11.5","","2.9","","55","","20","","4","","24.1","","89.68","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 02:00","2018","09","06","02:00","8.1","","2.8","","69","","36","","3","","24.1","","89.64","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 03:00","2018","09","06","03:00","6.9","","1.9","","70","","35","","3","","24.1","","89.61","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 04:00","2018","09","06","04:00","6.1","","2.1","","75","","34","","9","","24.1","","89.61","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 05:00","2018","09","06","05:00","5.2","","1.3","","76","","36","","3","","24.1","","89.62","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 06:00","2018","09","06","06:00","5.2","","1.4","","77","","36","","1","","32.2","","89.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 07:00","2018","09","06","07:00","6.1","","2.0","","75","","34","","6","","32.2","","89.65","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 08:00","2018","09","06","08:00","9.6","","3.5","","66","","36","","5","","32.2","","89.66","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 09:00","2018","09","06","09:00","12.9","","4.8","","58","","36","","2","","32.2","","89.66","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 10:00","2018","09","06","10:00","16.1","","4.2","","45","","4","","4","","32.2","","89.66","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 11:00","2018","09","06","11:00","19.1","","4.7","","38","","12","","5","","32.2","","89.64","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 12:00","2018","09","06","12:00","20.2","","5.2","","37","","18","","11","","32.2","","89.60","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 13:00","2018","09","06","13:00","21.4","","5.0","","34","","16","","16","","32.2","","89.53","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 14:00","2018","09","06","14:00","22.8","","4.9","","31","","13","","13","","32.2","","89.51","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 15:00","2018","09","06","15:00","24.5","","4.7","","27","","14","","17","","32.2","","89.44","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 16:00","2018","09","06","16:00","24.4","","3.4","","25","","16","","18","","32.2","","89.40","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 17:00","2018","09","06","17:00","23.7","","4.3","","28","","17","","17","","32.2","","89.37","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 18:00","2018","09","06","18:00","22.6","","4.7","","31","","16","","20","","32.2","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 19:00","2018","09","06","19:00","21.3","","5.3","","35","","14","","20","","48.3","","89.37","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 20:00","2018","09","06","20:00","19.4","","5.8","","40","","14","","19","","24.1","","89.42","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 21:00","2018","09","06","21:00","18.6","","5.8","","43","","14","","17","","24.1","","89.42","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 22:00","2018","09","06","22:00","17.8","","5.8","","45","","13","","16","","24.1","","89.43","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-06 23:00","2018","09","06","23:00","15.1","","5.7","","53","","19","","8","","24.1","","89.41","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 00:00","2018","09","07","00:00","14.8","","5.8","","55","","17","","5","","22.5","","89.39","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 01:00","2018","09","07","01:00","13.2","","5.8","","61","","13","","8","","24.1","","89.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 02:00","2018","09","07","02:00","9.3","","5.2","","75","","36","","8","","24.1","","89.29","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 03:00","2018","09","07","03:00","9.6","","5.0","","73","","33","","10","","24.1","","89.23","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 04:00","2018","09","07","04:00","9.0","","4.5","","73","","36","","4","","24.1","","89.21","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 05:00","2018","09","07","05:00","8.7","","5.3","","79","","21","","4","","24.1","","89.20","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 06:00","2018","09","07","06:00","8.2","","4.4","","77","","29","","5","","24.1","","89.16","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 07:00","2018","09","07","07:00","9.5","","5.4","","76","","18","","6","","24.1","","89.15","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 08:00","2018","09","07","08:00","13.3","","6.3","","62","","22","","10","","24.1","","89.12","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 09:00","2018","09","07","09:00","17.9","","7.5","","50","","22","","7","","24.1","","89.09","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 10:00","2018","09","07","10:00","20.1","","7.3","","43","","23","","15","","24.1","","89.07","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 11:00","2018","09","07","11:00","23.3","","7.2","","35","","25","","9","","16.1","","89.04","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 12:00","2018","09","07","12:00","26.2","","1.1","","19","","30","","16","","12.9","","88.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 13:00","2018","09","07","13:00","26.4","","0.7","","18","","36","","3","","11.3","","88.95","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-09-07 14:00","2018","09","07","14:00","27.0","","3.2","","21","","22","","8","","11.3","","88.90","","26","","","","Clear"
