YEAR,SECNAME,Shape_Leng,VOLUME,multilinestring
2018,106AVSE2,1102.745364,10000,"MULTILINESTRING ((-113.9739351211569 50.95789819357573, -113.97388798085514 50.9578982522687, -113.97383633409802 50.957898240711316, -113.97377184814347 50.957898406945105, -113.97368493495159 50.957898741597155, -113.97361930752888 50.95789872679321, -113.9735632468025 50.95789870692617, -113.97350560883866 50.957898874562666, -113.97345826644735 50.95789887190529, -113.97331969780265 50.9578994588383, -113.97316020788331 50.95790020082094, -113.97299394563292 50.957900550859996, -113.97287172843194 50.9578997287328, -113.97270238616444 50.95789968927911, -113.97255914438463 50.957900428843345, -113.97222014931826 50.95790072718363, -113.97199500395408 50.957900669823125, -113.97176438631094 50.95790179557048, -113.97147640718387 50.95790249513282, -113.97120271118946 50.957902043208406, -113.97104156581197 50.95790278009206, -113.97083432946206 50.95790310340643, -113.97071178774738 50.95790229511993, -113.97042146257836 50.957903394239054, -113.9702129325892 50.957903339447874, -113.97005613451111 50.95790369401116, -113.96975284237433 50.95790438899329, -113.96955847783465 50.957904728659344, -113.96933027331522 50.95790504204051, -113.96903251159637 50.95790496167762, -113.96889857025432 50.95790570910695, -113.96880928211374 50.95790490677528, -113.96874442579158 50.95790545310291, -113.96857174751202 50.95790472533588, -113.96836729444524 50.95790632607815, -113.96808528553518 50.9579062322829, -113.96781127433867 50.95790670547373, -113.96758410487314 50.95790664264906, -113.96724744504533 50.95790763290984, -113.96702551978487 50.957907018491326, -113.96684076980004 50.95790806654843, -113.96663893936002 50.957908561054126, -113.96643050189029 50.95790848065782, -113.96623391241539 50.95790897596983, -113.96594773432616 50.95790890547493, -113.96569121774091 50.95790992717322, -113.96552957707476 50.95791043156011, -113.96538932667339 50.957909883956155, -113.96525535854066 50.95791019209016, -113.96504723119725 50.95791033855925, -113.96491617133611 50.957910299266594, -113.96469948581225 50.957911337936, -113.96450950032366 50.957910720294706, -113.96430504751761 50.957911761948594, -113.96404159734409 50.957911115678385, -113.9638537446845 50.95791160967371, -113.96368981547059 50.9579098876121, -113.96361117998691 50.95790931116257), (-113.96361117998691 50.95790931116257, -113.96352271470546 50.957908446611796, -113.96334887660035 50.95790568084901, -113.96315536993295 50.957901107954335, -113.9629302580864 50.95789471055749, -113.96275612046192 50.95788924775611, -113.96249739445452 50.957878309706494, -113.96244974539994 50.95785968896727, -113.96240826344913 50.95784702148611, -113.96235390620394 50.95783163759794, -113.96229668503386 50.957819868484904, -113.96223946027115 50.95781081158582, -113.96216756882613 50.95780349214547, -113.96160842046409 50.95778064714058, -113.96128424740087 50.95777659089009, -113.96110516951737 50.95777145571566, -113.96096030749847 50.957767835712815, -113.96077757600544 50.9577624785631, -113.96059985281374 50.95775792741025, -113.96043360086861 50.95775332863109, -113.96025943147849 50.957751024732055, -113.95976782774433 50.95774798507196, -113.95940554116682 50.95774832090229, -113.95904325600809 50.95774865560941, -113.95868096942147 50.95774898919236, -113.9583186842537 50.95774932165213), (-113.96361117998691 50.95790931116257, -113.96355844892612 50.95790886410809))"
2018,106AVSE3,507.8308371,1000,"MULTILINESTRING ((-113.93519688097867 50.962438804015896, -113.9348266358293 50.962439049312145, -113.93445639210066 50.96243929343559, -113.93408614694442 50.96243953728369, -113.93371590321024 50.962439779059984, -113.93334565804979 50.96244001966194, -113.93297541431016 50.96244025909111, -113.93260516914431 50.96244049734589, -113.93223492397583 50.96244073442712, -113.93186468022687 50.96244097123459, -113.93149443505311 50.96244120596868, -113.93105359351144 50.96244147878898, -113.9306127519675 50.96244174904654, -113.9301719104188 50.9624420185393, -113.92973106886662 50.96244228636828, -113.92929022588756 50.962442552532565, -113.92884938433 50.962442816135, -113.9284085427678 50.96244307897259, -113.9279677012023 50.962443340146415))"
2018,10AVCON1,593.0108638,6000,"MULTILINESTRING ((-114.11418513250126 51.04526157107956, -114.11405249841872 51.044967080856416, -114.11402718047862 51.04489526228252, -114.11401291944843 51.044832959340916, -114.1140142970143 51.04478938294575, -114.11402159599179 51.04473783586698, -114.11403854082653 51.04469673983403, -114.11407259536969 51.044655005909846, -114.11411854299098 51.044618415079064, -114.11417415414434 51.04458556171277, -114.11424017817188 51.0445601964822, -114.11429698542466 51.04454754182721, -114.11436231046547 51.044539512121005, -114.1144224522543 51.04453804816282, -114.11448186865758 51.044543143796346, -114.11454204048903 51.044553861739885, -114.11459925832968 51.04457067309573, -114.11464385971018 51.04459030878909, -114.11468921655796 51.04461556500662, -114.11472715634802 51.044643640476906, -114.11475768111946 51.04467594030103, -114.11477780301598 51.04470543924262, -114.11479349166119 51.04474431343638, -114.1147980555315 51.04478835237114, -114.11479295044666 51.044825372626036, -114.11476855848792 51.044874793384814, -114.11472934343608 51.044931525658576, -114.1146567692032 51.045008880740376, -114.11460318944756 51.045051319895734, -114.1145423478347 51.04509368253856, -114.11445054571055 51.04514576281024, -114.11436910201007 51.04518841522628, -114.11430858165349 51.045214870993036, -114.11421347091603 51.04525319282526, -114.11418513250126 51.04526157107956), (-114.11418513250126 51.04526157107956, -114.11412698357086 51.045278763209105, -114.11401453458139 51.04530617927849, -114.11391073586367 51.04533176638777, -114.11384153483695 51.04534730694377, -114.11374635514255 51.04535832213961, -114.1136453890943 51.0453620611983, -114.1135372062682 51.04536489652019, -114.1134223575159 51.045359975574044, -114.1133483939906 51.04535364843241, -114.113253313838 51.04534062187987, -114.1131171251359 51.045315729935304, -114.11297148276805 51.04527370174576, -114.11288526289886 51.04524004926906, -114.11278269524756 51.04520079122267, -114.11269498343836 51.045163391325026, -114.11220183775514 51.044903701012075, -114.11190446016523 51.04475592604989, -114.111785527322 51.0447035622726, -114.11168147582967 51.044664303777125, -114.11157000353833 51.044626926632844, -114.11144555705323 51.04459545542529, -114.11138961206011 51.04456840649757, -114.11132867437868 51.04454784929283, -114.11121870654847 51.04451796692154, -114.11103597778784 51.04449190231311, -114.11086366975283 51.04447613516737, -114.11065942804576 51.04446150554198), (-114.11454642634327 51.04615934514957, -114.1145398896611 51.04609886772202, -114.11453462912478 51.04607357126879, -114.11452489728156 51.04604171938709, -114.11428161192211 51.04547578579271, -114.11418513250126 51.04526157107956))"
2018,10AVCON2,125.0195713,12000,"MULTILINESTRING ((-114.11065942804576 51.04446150554198, -114.11051387128425 51.04445519222737, -114.1103861234644 51.04445321923873, -114.11019534767595 51.044457586680466, -114.11001454304848 51.04446927196023, -114.10946953320169 51.04451037954429, -114.10912457568057 51.04453397565408, -114.10900348278413 51.04454036977935, -114.10888467332204 51.04454569636813))"
2018,10AVCON3,176.8105198,27000,"MULTILINESTRING ((-114.10888467332204 51.04454569636813, -114.10877015707264 51.04454893142394, -114.10862244704148 51.04454997495831, -114.10843731446327 51.04454677032108, -114.1081614192006 51.04454362604559, -114.10780222975171 51.04453940728787, -114.10751804306518 51.04453238737265, -114.10717642232524 51.044521789391155, -114.1069482158683 51.04451608498185, -114.10661851980468 51.044512829860146, -114.10651509020003 51.044515063721555, -114.1064540588151 51.044520470016494, -114.10636833452092 51.0445355249644))"
2018,10AVCON4,159.8549591,13000,"MULTILINESTRING ((-114.10636833452092 51.0445355249644, -114.10601904778605 51.0445294074653, -114.1057477229448 51.04452109323772, -114.10550861803321 51.04451381997681, -114.10521185244193 51.044502318132324, -114.10481090015887 51.04448990485638, -114.10437678847187 51.044479593754374, -114.10409091020173 51.044474596000555))"
2018,10AVS1,410.8421728,9000,"MULTILINESTRING ((-114.0946362678571 51.04420707948813, -114.09369362540436 51.044183172003436, -114.09124509320793 51.04411449749427, -114.0887831042038 51.04404539355723))"
2018,10AVS10,170.7470334,11000,"MULTILINESTRING ((-114.06316110832913 51.043324326085965, -114.06072868356608 51.043255361371656))"
2018,10AVS11,172.5697332,7000,"MULTILINESTRING ((-114.06072868356608 51.043255361371656, -114.05827030017535 51.04318561103366))"
2018,10AVS13,311.2580927,1000,"MULTILINESTRING ((-114.0582745141901 51.04318913201032, -114.05651056883231 51.04313648139099, -114.05384107572317 51.043054492154546))"
2018,10AVS2,308.3429034,12000,"MULTILINESTRING ((-114.0887831042038 51.04404539355723, -114.08866235304696 51.04401794696024, -114.08855986606052 51.0440050938236, -114.08840761676355 51.043994125639, -114.08827002545532 51.04399422963291, -114.08809731562951 51.0439999021132, -114.08794513291097 51.04402403010579, -114.08630783963515 51.04397586460183, -114.08536355739469 51.04395023613573, -114.08440522123655 51.04392307564285))"
2018,10AVS3,211.6742371,12000,"MULTILINESTRING ((-114.08440522123655 51.04392307564285, -114.08409939318194 51.043914461886324, -114.08384955170223 51.04390676188773, -114.08138972087646 51.04383757977701))"
2018,10AVS4,345.7895911,12000,"MULTILINESTRING ((-114.08138972087646 51.04383757977701, -114.07893928911817 51.04376998916628, -114.07646343689127 51.04370062609864))"
2018,10AVS5,172.0843103,12000,"MULTILINESTRING ((-114.07646343689127 51.04370062609864, -114.07401197061978 51.04363072138664))"
2018,10AVS6,175.5114062,11000,"MULTILINESTRING ((-114.07401197061978 51.04363072138664, -114.07336114659117 51.043607228892625, -114.07248514440555 51.04358159284459, -114.07195493530111 51.04356737417303, -114.07151189901184 51.043557446329565))"
2018,10AVS7,237.6243422,12000,"MULTILINESTRING ((-114.07151189901184 51.043557446329565, -114.07063620046058 51.043530445080755, -114.06973254062216 51.04350480601305, -114.06903865843077 51.04348485349187, -114.06812654675015 51.043464946946095))"
2018,10AVS8,173.0337224,11000,"MULTILINESTRING ((-114.06812654675015 51.043464946946095, -114.06566153142778 51.04339516445603))"
2018,10AVS9,175.5197284,11000,"MULTILINESTRING ((-114.06566153142778 51.04339516445603, -114.06316110832913 51.043324326085965))"
2018,2STSW1,209.9196588,7000,"MULTILINESTRING ((-114.06783291706992 51.047585582585704, -114.06776568297171 51.04852898489089, -114.06768333104408 51.049470320929984))"
2018,10STW1,1121.36134,12000,"MULTILINESTRING ((-114.08487376108017 51.06694652835779, -114.08485627202012 51.06638547132946, -114.08485500526996 51.066281007420464, -114.08484846622974 51.06610912367261, -114.08482597574537 51.06589307430018, -114.08480789921657 51.06569862127192, -114.08478993248126 51.0655634022063, -114.08470943477414 51.06513176243262, -114.0846575087269 51.064836748082804, -114.0845806063819 51.06444531741097, -114.08446781366905 51.063908160711804, -114.08444972955365 51.063805512239924, -114.084417725437 51.06364779119247, -114.08440657682802 51.06357046260126, -114.08439400902134 51.06347994443682, -114.08438499172442 51.06339389428759, -114.08439369811278 51.06330894876245, -114.08441835600084 51.06322734397844, -114.0844465717774 51.06315356035943, -114.08449236486545 51.063083659269, -114.08456662735432 51.06299643148278, -114.08463913054095 51.06291702776484, -114.08476648843522 51.06279623248198, -114.08500847032259 51.06256976155249, -114.08508629991694 51.062497059999295, -114.0851641019849 51.06240871092805, -114.0852242229301 51.06234161018369, -114.08527724813803 51.062270043103496, -114.08535147354327 51.06216493250538, -114.08552973016478 51.061891783871566, -114.08567461339547 51.06166927147909, -114.08582086674116 51.06144011899193, -114.08586349598895 51.06136547040213, -114.08589524987134 51.06129056638913, -114.08592345114086 51.06121007697442, -114.08594642262621 51.06110807182979, -114.0859638940637 51.061035043659885, -114.08598143807193 51.06094115121498, -114.08598839685833 51.06087185341048, -114.08598995036176 51.060764029682616, -114.08598100658178 51.05973699682207, -114.0859669092121 51.05882160902314, -114.08595921207927 51.05836258192185, -114.08595087344611 51.05756390943757, -114.08594432910792 51.05711173424892))"
2018,10STW2,340.4580331,13000,"MULTILINESTRING ((-114.08594432910792 51.05711173424892, -114.08593993398858 51.05680798935214, -114.08593722389872 51.05662080297028, -114.08592304524541 51.05560421028543, -114.08592023125759 51.05540242463777, -114.08590138775908 51.05405123417422))"
2018,10STW3,172.2661643,13000,"MULTILINESTRING ((-114.08590674401066 51.052502613990775, -114.08590518575461 51.05295321959671, -114.08590138775908 51.05405123417422))"
2018,112AVNW1,1571.23874,11000,"MULTILINESTRING ((-114.19657846342547 51.15416875307859, -114.19667730112045 51.15416827680071, -114.19674127418564 51.15416797055343, -114.19686796007932 51.154168153854336, -114.19694485397586 51.15416822308893, -114.19704821743983 51.15416745390833, -114.19713834637949 51.154167500720455, -114.19723666936457 51.1541673349777, -114.19735547684948 51.15416733236468, -114.19748404964236 51.154166521163695, -114.1976907796104 51.154166369743535, -114.19784488160083 51.154166109209775, -114.19805129624403 51.15416575991512, -114.19823628067951 51.1541650501349, -114.19844048828152 51.154164703893656, -114.19861538896758 51.15416420928922, -114.19877516204916 51.15416374013014, -114.19897149208012 51.15416340634775, -114.1991526950821 51.154162899320944, -114.19928851814473 51.15416247023307, -114.19943442606942 51.15416241933553, -114.19957182919856 51.154162779206445, -114.19973381042902 51.15416289918162, -114.19989453148229 51.15416282331528, -114.20002751969699 51.15416299242456, -114.20016177009398 51.15416315922288, -114.20030988590828 51.15416330212499, -114.20046934620356 51.15416322672884, -114.20064929101055 51.15416331464976, -114.20083238540634 51.15416319821697, -114.20100130163722 51.15416350320003, -114.20106224207099 51.154163678046025, -114.20120092399321 51.154163578033845, -114.20128016959637 51.15416305515228, -114.20137649850038 51.15416288936099, -114.20149598493818 51.154162881373765, -114.20156974154706 51.15416236775087, -114.20177244820026 51.154162018279294, -114.20184194680644 51.15416189838102, -114.20202088044181 51.15416120294479, -114.20219126866817 51.154161106328054, -114.20241897676227 51.154160901300244, -114.2026253276031 51.15416035526356, -114.20281279570659 51.15415983261351, -114.20303897347597 51.15415944025092, -114.2032681959134 51.15415904216038, -114.20335903414947 51.1541585067152, -114.20341908508112 51.15415859108496, -114.20346049450556 51.15415829432852, -114.20363237969026 51.15415730304099, -114.20369855560594 51.15415573151239, -114.20380782440776 51.15415312298926, -114.20390940075798 51.1541500423364, -114.20404557212116 51.15414109398941, -114.20414942631689 51.15413268732577, -114.20426942866624 51.15412328149828, -114.20440480872892 51.15410997417037, -114.20454018806399 51.154093286606376, -114.20465170236675 51.15407808796189, -114.20474553106669 51.15406533836354, -114.20486933538768 51.15404624349209, -114.20503236935484 51.154018863263055, -114.20518462096604 51.153990521856144, -114.2052322884447 51.15398317465688, -114.20527051199996 51.15397622426987, -114.2055441503591 51.15392020616614, -114.20586681041476 51.15384463692709, -114.2062315802994 51.15374086687461, -114.20656650462934 51.153630898835374, -114.20690879928135 51.15350216633737, -114.20712702524187 51.15340959021924, -114.20733281485995 51.15331391095809, -114.20754601443359 51.153208842955145, -114.20770958482493 51.1531179259921, -114.20792761217947 51.15298159824569, -114.20809608070705 51.15287504634586, -114.20823232049597 51.15278417636346, -114.2084255612277 51.152661954198244, -114.2085742083533 51.15256793782691, -114.20881945291192 51.152408121339164, -114.20896808430464 51.152310978813546, -114.20907459884727 51.15224047469046, -114.20913285896023 51.15220225203099), (-114.18770287238696 51.15418806561337, -114.18808798651526 51.154192258239625, -114.18847310070996 51.15419644959794, -114.18887186636509 51.154195806427346, -114.18927063200553 51.154195161897405, -114.18966939763122 51.15419451600812, -114.19006816324212 51.15419386875948, -114.1904625446882 51.154191814128836, -114.19085692466629 51.15418975817085, -114.19155657407582 51.154188889626866, -114.19197004363812 51.15418878984492, -114.19238351176534 51.15418868860384, -114.19279698131612 51.15418858589895, -114.19321044943167 51.15418848173498, -114.19382421769001 51.15418746636511, -114.19443798591253 51.15418644777488, -114.19503961531312 51.154182708878835, -114.19564124603362 51.15417896598722, -114.19611360877123 51.154177638339505, -114.19658597290972 51.154176309680906))"
2018,112AVNW1A,405.0730374,21000,"MULTILINESTRING ((-114.20913285896023 51.15220225203099, -114.20942645148759 51.152017608485714, -114.20972004167574 51.15183296509941, -114.21001362951657 51.15164832007416, -114.21030721501415 51.1514636743089, -114.2106007981685 51.151279027803724, -114.21089437898382 51.151094381457526, -114.21118795745181 51.15090973347243, -114.21148153357669 51.150725084747464, -114.21174617508257 51.15057324929371, -114.21195619121488 51.15047304411377, -114.21198124082461 51.150462601369874, -114.21202656442752 51.15044322668163, -114.2120593665117 51.15042963789791, -114.21208898666745 51.1504169313586, -114.21212488184707 51.15040180242643, -114.21225435601579 51.15037828184415, -114.21237144489604 51.15034508114849, -114.21248132036774 51.150300165628785, -114.21290515885472 51.15012944329621, -114.21295998863305 51.150108324043, -114.21302640291158 51.15008192655903, -114.213085073239 51.15005834789428, -114.21316501686806 51.15002660385126, -114.21325342869962 51.14999168717357, -114.2133055391913 51.14997047562763, -114.21334743297089 51.1499536057839, -114.21337841182812 51.14994215857603, -114.21340059833638 51.14993273297671, -114.21344745725845 51.14991396263029, -114.21349069312105 51.149896798124566, -114.21353568737366 51.14987909641153))"
2018,112AVNW2,2328.389347,10000,"MULTILINESTRING ((-114.18770287238696 51.15418806561337, -114.18645994251061 51.154185596402925, -114.18509234529623 51.154181876577105, -114.1843960183385 51.1541806947476, -114.18010493444072 51.154175705513225, -114.17512290470114 51.15418327006243, -114.17138638028156 51.15418880423063, -114.17114685968345 51.15418915491402, -114.16535034608214 51.154167365317186, -114.16434532257013 51.154439921488326, -114.16415509347648 51.15483183453313, -114.1640609940938 51.15531399179701, -114.16368233423779 51.15660996586851, -114.16363602578618 51.15706192902214, -114.1636367717587 51.15727281423039, -114.1639286999151 51.158537721958446, -114.16402622699763 51.159019610195045, -114.16393126228033 51.159260756218536, -114.16359749422935 51.15971312162578, -114.16297540821468 51.159924876103375, -114.16244882025804 51.16004611542506))"
2018,11AVS11,175.5198433,18000,"MULTILINESTRING ((-114.063227768027 51.042390166463555, -114.06572812698772 51.042461221896104))"
2018,11AVS12,170.7470163,17000,"MULTILINESTRING ((-114.060795407494 51.042320990943175, -114.063227768027 51.042390166463555))"
2018,11AVS13,172.4898475,16000,"MULTILINESTRING ((-114.05833821143533 51.042251274675465, -114.060795407494 51.042320990943175))"
2018,11AVS14,345.6450967,10000,"MULTILINESTRING ((-114.05341435830772 51.04211147573306, -114.05587034033263 51.04218123227126, -114.05833821143533 51.042251274675465))"
2018,11AVS2,241.7579782,16000,"MULTILINESTRING ((-114.09131101378527 51.04318104520557, -114.09375914605639 51.0432497123594, -114.09458596568393 51.04326110319847, -114.0947557771182 51.04326519622215))"
2018,11AVS3,172.8166928,16000,"MULTILINESTRING ((-114.0888490641711 51.043111937235345, -114.09131101378527 51.04318104520557))"
2018,11AVS4,346.3069811,17000,"MULTILINESTRING ((-114.08391559064196 51.04297329750867, -114.0863738392572 51.04304240335644, -114.0888490641711 51.043111937235345))"
2018,114AVSE1,1235.550151,15000,"MULTILINESTRING ((-113.98579335057099 50.94970411317112, -113.98580154150456 50.949700325907855, -113.98584623735225 50.949680561687344, -113.98587747522534 50.949667522950506, -113.98590943753247 50.949654261343646, -113.98594133417393 50.94964160473908, -113.98597142866944 50.949630343138715, -113.98601232326142 50.949614929499845, -113.98604359590378 50.94960429191964, -113.98608128880372 50.94959216727114, -113.98613008736626 50.949577188743824, -113.98617235429545 50.949564815589255, -113.98620500105042 50.949556132528436, -113.98625223588117 50.94954467240445, -113.98629931396373 50.94953381995888, -113.98634811086833 50.949524053672825, -113.98639072076128 50.94951624104556, -113.986429894784 50.949509730637295, -113.98647605370758 50.949502850641814, -113.9865025594058 50.94949935574544, -113.98654160914312 50.94949437536298, -113.9865931530517 50.949488082980736, -113.98665764893455 50.94948201770212, -113.98671022279945 50.94947702981758, -113.9867711987818 50.94947248066846, -113.98682136695523 50.9494694459624, -113.98686981689579 50.94946814878551, -113.98694113654255 50.949467717176354, -113.98703013332062 50.949466424459494, -113.98711723292186 50.94946556118179, -113.98721481819572 50.94946492103754, -113.98728697737042 50.94946492891426, -113.98735835969613 50.94946424174455, -113.98760366886367 50.94946374123157, -113.98784897802585 50.949463241102336, -113.9880942886062 50.949462739559024, -113.98833959775826 50.94946223750038, -113.98858488840418 50.94946173492465, -113.98883017904488 50.949461231833794, -113.98907547110355 50.94946072822791, -113.98932076173385 50.94946022410677, -113.98956708840919 50.94945971776498, -113.98981341507927 50.94945921090375, -113.99005974174428 50.94945870262394, -113.99030606840371 50.94945819472367, -113.99055461790005 50.94945823396731, -113.99084602424782 50.949457003980854, -113.99114274732932 50.94945641554805, -113.99142027786809 50.94945580967036, -113.99170615514706 50.94945520372618, -113.99192421363497 50.94945584560202, -113.99225460862908 50.94945336250008, -113.99242112536867 50.94945212023474, -113.9925261901875 50.94945400589013, -113.99261143192375 50.94945651769238, -113.99270360988423 50.94946028125734, -113.99276803661748 50.94946341733873, -113.99284039254971 50.94947031253997, -113.9929058081063 50.949475328390015, -113.99299005693295 50.949484729699975, -113.99305646522886 50.94949412988988, -113.99310689772939 50.949500663126386, -113.9931339318205 50.94950069168838, -113.99318551946509 50.94950070100259, -113.99321898480822 50.94950037302178, -113.99325611053217 50.94949971351613, -113.99329218995678 50.94950103800523, -113.99332826905238 50.94950467468041, -113.99336853197046 50.94950996482106, -113.99340617891943 50.949516907140215, -113.99344225729214 50.94952583162777, -113.99348827025777 50.94953773051089, -113.99355153929045 50.949557231273694, -113.9935971505589 50.949572245984186, -113.9936562340213 50.94959306887203, -113.99370695225984 50.94961389038046, -113.99374982778107 50.94963306000639, -113.99380300048567 50.94965805920164, -113.99384012517307 50.9496768976614, -113.99387672479048 50.94969540615316, -113.99392326020349 50.94971920209929, -113.99397136221474 50.949745642031324, -113.99402452030638 50.949775544205, -113.99407471560151 50.94980429729743, -113.99413118352655 50.949838668459456, -113.99420369333389 50.949884797356, -113.99427689321591 50.94993338047817, -113.99439224338205 50.950014458606425, -113.9945212468535 50.950103532859664, -113.99457928460782 50.95014319082495, -113.99474060078172 50.95025431400804, -113.99480752729977 50.95030058251692, -113.99492859304917 50.95038433305531, -113.99501695855434 50.950444812673794, -113.99512969428844 50.95052360292983, -113.99521858116859 50.95058441234457, -113.99531039406274 50.95064799968109, -113.99539928274132 50.95070979964171, -113.99553403359977 50.95080349289033, -113.99570954976603 50.950924273090735, -113.99585652641291 50.95102565815194, -113.9959571885426 50.9510951120831, -113.9962516142268 50.95129863655447, -113.99637376962463 50.95138265710967, -113.99653848426982 50.95149618178441, -113.99688228404406 50.95173366806195, -113.99711641141732 50.95189500550743, -113.99745527582522 50.952128999191046, -113.9976131218095 50.9522372586133, -113.99771948059093 50.95230854775907, -113.99791859242396 50.95243184223193, -113.99804228368353 50.952484267932604, -113.99816725620259 50.952571211947536, -113.99823593472621 50.95260740264833, -113.99830643653702 50.952643410840516, -113.99836491229965 50.952672208941976, -113.99842781863538 50.95270276099851, -113.99854503108267 50.95275725734418, -113.99871776412904 50.95283260171517, -113.99879100228013 50.95286315368816, -113.99885474757328 50.95288858399049, -113.99892281958047 50.95291568102082, -113.99898432487106 50.952938728015646, -113.99906637614781 50.95296909829628, -113.99915663255553 50.95300128723036, -113.999253672301 50.95303462594305, -113.99933268391595 50.95306026824142, -113.99943084261493 50.9530915472326, -113.99955868624572 50.95313111582063, -113.99971889778554 50.95318061636443, -114.00012405871706 50.95330698101127, -114.00026438272884 50.953350250841766, -114.00057893247201 50.95344826630644, -114.00082451297119 50.95352861362993))"
2018,114AVSE1A,166.1155184,4000,"MULTILINESTRING ((-114.00363623173666 50.954398641248545, -114.00310530992542 50.95423454643989, -114.00257439185346 50.954070449213205, -114.00204347752077 50.953906348669534, -114.00151256692739 50.953742246606915))"
